ID,STATION_ID,STATION_NAME,STATION_COUNTRY,OBSERVATION_DATE,SOURCE_ID,LATITUDE,LONGITUDE,ELEVATION,WIND_DIRECTION_ANGLE,WIND_DIRECTION_ANGLE_UNITS,WIND_DIRECTION_QUALITY,WIND_TYPE,WIND_SPEED_RATE,WIND_SPEED_RATE_UNITS,WIND_SPEED_QUALITY,SKY_CEILING_HEIGHT,SKY_CEILING_HEIGHT_UNITS,SKY_CEILING_QUALITY,SKY_CEILING_DETERMINATION,SKY_CAVOK,VISIBILITY_DISTANCE,VISIBILITY_DISTANCE_UNITS,VISIBILITY_DISTANCE_QUALITY,VISIBILITY_VARIABILITY,VISIBILITY_VARIABILITY_QUALITY,AIR_TEMPERATURE,AIR_TEMPERATURE_UNITS,AIR_TEMPERATURE_QUALITY,AIR_TEMPERATURE_DEW_POINT,AIR_TEMPERATURE_DEW_POINT_UNITS,AIR_TEMPERATURE_DEW_POINT_QUALITY,ATMOSPHERIC_SEA_LEVEL_PRESSURE,ATMOSPHERIC_SEA_LEVEL_PRESSURE_UNITS,ATMOSPHERIC_SEA_LEVEL_PRESSURE_QUALITY,LAST_LOAD_DATE
11,41112099999,ABHA,SA,1983-01-02 06:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,5.7,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed gross limits check if element is present,13.2,DEGREES CELSIUS,Passed all quality control checks,5.6,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
12,41112099999,ABHA,SA,1983-01-02 07:00:00,4,18.240367000000003,42.656625,2090.31,180.0,ANGULAR DEGREES,Passed all quality control checks,Normal,5.6,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,15.0,DEGREES CELSIUS,Passed all quality control checks,4.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
13,41112099999,ABHA,SA,1983-01-02 08:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.7,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,4.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
14,41112099999,ABHA,SA,1983-01-02 09:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,9.3,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,16.6,DEGREES CELSIUS,Passed all quality control checks,3.7,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
15,41112099999,ABHA,SA,1983-01-02 10:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,10.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,9.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
16,41112099999,ABHA,SA,1983-01-02 11:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,10.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
17,41112099999,ABHA,SA,1983-01-02 12:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
18,41112099999,ABHA,SA,1983-01-02 15:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,3.1,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed gross limits check if element is present,14.6,DEGREES CELSIUS,Passed all quality control checks,7.2,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
19,41112099999,ABHA,SA,1983-01-02 16:00:00,4,18.240367000000003,42.656625,2090.31,220.0,ANGULAR DEGREES,Passed all quality control checks,Normal,1.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,13.0,DEGREES CELSIUS,Passed all quality control checks,7.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
20,41112099999,ABHA,SA,1983-01-02 17:00:00,4,18.240367000000003,42.656625,2090.31,999.0,ANGULAR DEGREES,Passed all quality control checks,Calm,0.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,12.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
21,41112099999,ABHA,SA,1983-01-02 18:00:00,4,18.240367000000003,42.656625,2090.31,230.0,ANGULAR DEGREES,Passed all quality control checks,Normal,2.1,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,11.6,DEGREES CELSIUS,Passed all quality control checks,6.7,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
22,41112099999,ABHA,SA,1983-01-02 20:00:00,4,18.240367000000003,42.656625,2090.31,250.0,ANGULAR DEGREES,Passed all quality control checks,Normal,5.1,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,12.0,DEGREES CELSIUS,Passed all quality control checks,6.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
23,41112099999,ABHA,SA,1983-01-02 21:00:00,4,18.240367000000003,42.656625,2090.31,180.0,ANGULAR DEGREES,Passed all quality control checks,Normal,1.0,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed gross limits check if element is present,9.2,DEGREES CELSIUS,Passed all quality control checks,5.6,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
24,41112099999,ABHA,SA,1983-01-02 22:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,3.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,5.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
25,41112099999,ABHA,SA,1983-01-02 23:00:00,4,18.240367000000003,42.656625,2090.31,999.0,ANGULAR DEGREES,Passed all quality control checks,Calm,0.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,6.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
26,41112099999,ABHA,SA,1983-01-03 00:00:00,4,18.240367000000003,42.656625,2090.31,180.0,ANGULAR DEGREES,Passed all quality control checks,Normal,3.1,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,8.2,DEGREES CELSIUS,Passed all quality control checks,5.0,DEGREES CELSIUS,Passed all quality control checks,952.3,HECTOPASCALS,Passed all quality control checks,2019-05-26 10:57:28.670000
27,41112099999,ABHA,SA,1983-01-03 01:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,2.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,4.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
28,41112099999,ABHA,SA,1983-01-03 03:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,2.6,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed gross limits check if element is present,8.8,DEGREES CELSIUS,Passed all quality control checks,5.6,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
29,41112099999,ABHA,SA,1983-01-03 06:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,14.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
30,41112099999,ABHA,SA,1983-01-03 07:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.2,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,15.0,DEGREES CELSIUS,Passed all quality control checks,5.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
31,41112099999,ABHA,SA,1983-01-03 08:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,8.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,16.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
32,41112099999,ABHA,SA,1983-01-03 09:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,10.3,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,16.6,DEGREES CELSIUS,Passed all quality control checks,5.6,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
33,41112099999,ABHA,SA,1983-01-03 10:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,9.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,7.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
34,41112099999,ABHA,SA,1983-01-03 11:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,10.2,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed gross limits check if element is present,Missing,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,7.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
35,41112099999,ABHA,SA,1983-01-03 12:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,9.3,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.2,DEGREES CELSIUS,Passed all quality control checks,7.8,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
36,41112099999,ABHA,SA,1983-01-03 13:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.7,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,17.0,DEGREES CELSIUS,Passed all quality control checks,9.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
37,41112099999,ABHA,SA,1983-01-03 14:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,7.2,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,16.0,DEGREES CELSIUS,Passed all quality control checks,9.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
38,41112099999,ABHA,SA,1983-01-03 15:00:00,4,18.240367000000003,42.656625,2090.31,999.0,ANGULAR DEGREES,Passed all quality control checks,Calm,0.0,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,11200.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,14.0,DEGREES CELSIUS,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
39,41112099999,ABHA,SA,1983-01-03 17:00:00,4,18.240367000000003,42.656625,2090.31,180.0,ANGULAR DEGREES,Passed all quality control checks,Normal,1.5,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,12.0,DEGREES CELSIUS,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
40,41112099999,ABHA,SA,1983-01-03 18:00:00,4,18.240367000000003,42.656625,2090.31,190.0,ANGULAR DEGREES,Passed all quality control checks,Normal,1.5,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed gross limits check if element is present,10.2,DEGREES CELSIUS,Passed all quality control checks,8.3,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
41,41112099999,ABHA,SA,1983-01-03 19:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,3.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,999.9,DEGREES CELSIUS,Passed gross limits check if element is present,999.9,DEGREES CELSIUS,Passed gross limits check if element is present,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
42,41112099999,ABHA,SA,1983-01-03 20:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,4.1,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,11.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
43,41112099999,ABHA,SA,1983-01-03 21:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,5.1,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,12.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
44,41112099999,ABHA,SA,1983-01-03 22:00:00,4,18.240367000000003,42.656625,2090.31,220.0,ANGULAR DEGREES,Passed all quality control checks,Normal,4.6,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,11.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
45,41112099999,ABHA,SA,1983-01-03 23:00:00,4,18.240367000000003,42.656625,2090.31,220.0,ANGULAR DEGREES,Passed all quality control checks,Normal,4.1,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,11.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
46,41112099999,ABHA,SA,1983-01-04 00:00:00,4,18.240367000000003,42.656625,2090.31,200.0,ANGULAR DEGREES,Passed all quality control checks,Normal,4.6,METERS PER SECOND,Passed all quality control checks,22000.0,METERS,Passed all quality control checks,Statistically derived,No,10000.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,10.6,DEGREES CELSIUS,Passed all quality control checks,9.4,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
47,41112099999,ABHA,SA,1983-01-04 01:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,5.1,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,11.0,DEGREES CELSIUS,Passed all quality control checks,9.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
48,41112099999,ABHA,SA,1983-01-04 02:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,4.1,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,8.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
49,41112099999,ABHA,SA,1983-01-04 04:00:00,4,18.240367000000003,42.656625,2090.31,210.0,ANGULAR DEGREES,Passed all quality control checks,Normal,2.0,METERS PER SECOND,Passed all quality control checks,99999.0,METERS,Passed all quality control checks,Statistically derived,Yes,9900.0,METERS,Passed all quality control checks,Not variable,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,10.0,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,2019-05-26 10:57:28.670000
